,Número de Mesa,Nombre del Cliente,Número de Comensales,Mesero Asignado,Tipo de Servicio,Método de Pago,Propina,Estado de la Mesa,Número de Orden,País de Origen,Platos Ordenados,Fecha de Factura,Hora de Llegada,Hora de Salida,Monto Total,Tiempo de Preparación,Tiempo en la Mesa,Tiempo de Permanencia,Tiempo de Degustación,La Cuenta fue Cobrada
102,13,Cliente_388,3,Mesero_4,Almuerzo,Tarjeta de débito,26.75,Reservada,103,Brasil,"Plato_13, Plato_18, Plato_4",01/04/2023,01:42:00,05:10:00,73,0 days 01:39:00,0 days 03:28:00,0 days 03:28:00,0 days 01:49:00,Si
103,14,Cliente_384,4,Mesero_3,Desayuno,Tarjeta de débito,11.12,Reservada,104,Uruguay,"Plato_14, Plato_17",01/04/2023,01:28:00,02:44:00,77,0 days 01:38:00,0 days 01:16:00,0 days 01:16:00,-1 days +23:38:00,No
104,14,Cliente_517,6,Mesero_3,Almuerzo,Tarjeta de crédito,15.64,Libre,105,Brasil,"Plato_3, Plato_6",01/04/2023,01:18:00,04:00:00,141,0 days 02:09:00,0 days 02:42:00,0 days 02:42:00,0 days 00:33:00,Si
105,15,Cliente_711,3,Mesero_4,Desayuno,Efectivo,22.72,Libre,106,Uruguay,Plato_18,01/04/2023,02:00:00,05:08:00,68,0 days 00:58:00,0 days 03:08:00,0 days 03:08:00,0 days 02:10:00,Si
106,11,Cliente_651,5,Mesero_2,Almuerzo,Tarjeta de débito,48.77,Reservada,107,Bolivia,"Plato_15, Plato_9, Plato_18",01/04/2023,01:29:00,02:58:00,253,0 days 06:15:00,0 days 01:29:00,0 days 01:29:00,-1 days +19:14:00,No
107,3,Cliente_545,3,Mesero_4,Desayuno,Tarjeta de débito,23.26,Reservada,108,Paraguay,"Plato_9, Plato_4, Plato_3, Plato_16",01/04/2023,01:32:00,03:37:00,124,0 days 02:18:00,0 days 02:05:00,0 days 02:05:00,-1 days +23:47:00,No
108,10,Cliente_116,2,Mesero_4,Desayuno,Tarjeta de crédito,42.95,Libre,109,Ecuador,"Plato_18, Plato_14, Plato_5",01/04/2023,01:25:00,02:26:00,169,0 days 04:24:00,0 days 01:01:00,0 days 01:01:00,-1 days +20:37:00,No
109,5,Cliente_170,1,Mesero_1,Almuerzo,Tarjeta de crédito,47.91,Reservada,110,Paraguay,"Plato_9, Plato_10, Plato_6",01/04/2023,03:32:00,06:37:00,163,0 days 03:33:00,0 days 03:05:00,0 days 03:05:00,-1 days +23:32:00,No
110,3,Cliente_92,2,Mesero_3,Desayuno,Tarjeta de crédito,18.82,Reservada,111,Ecuador,"Plato_15, Plato_5, Plato_7, Plato_9",01/04/2023,01:48:00,05:07:00,204,0 days 03:52:00,0 days 03:19:00,0 days 03:19:00,-1 days +23:27:00,No
111,6,Cliente_552,2,Mesero_2,Cena,Efectivo,35.36,Ocupada,112,Perú,Plato_3,01/04/2023,01:49:00,04:01:00,20,0 days 00:16:00,0 days 02:12:00,0 days 02:27:00,0 days 02:11:00,Si
112,4,Cliente_627,2,Mesero_3,Almuerzo,Tarjeta de crédito,29.74,Ocupada,113,Brasil,Plato_18,01/04/2023,01:12:00,04:21:00,68,0 days 01:42:00,0 days 03:09:00,0 days 03:24:00,0 days 01:42:00,Si
113,7,Cliente_588,6,Mesero_1,Almuerzo,Tarjeta de crédito,38.81,Ocupada,114,Chile,"Plato_2, Plato_9, Plato_4, Plato_5",01/04/2023,00:49:00,03:30:00,253,0 days 05:09:00,0 days 02:41:00,0 days 02:56:00,-1 days +21:47:00,No
114,12,Cliente_313,6,Mesero_1,Cena,Tarjeta de débito,46.46,Ocupada,115,Uruguay,"Plato_6, Plato_2, Plato_15",01/04/2023,03:43:00,06:26:00,237,0 days 04:22:00,0 days 02:43:00,0 days 02:58:00,-1 days +22:36:00,No
115,8,Cliente_949,5,Mesero_1,Almuerzo,Tarjeta de crédito,47.69,Ocupada,116,Chile,"Plato_15, Plato_8, Plato_19, Plato_18",01/04/2023,03:15:00,06:33:00,269,0 days 04:53:00,0 days 03:18:00,0 days 03:33:00,-1 days +22:40:00,No
116,8,Cliente_863,4,Mesero_3,Desayuno,Tarjeta de crédito,11.65,Ocupada,117,Chile,Plato_8,01/04/2023,02:55:00,05:45:00,70,0 days 00:16:00,0 days 02:50:00,0 days 03:05:00,0 days 02:49:00,Si
117,13,Cliente_140,1,Mesero_5,Cena,Tarjeta de débito,49.32,Libre,118,Bolivia,"Plato_4, Plato_14, Plato_6, Plato_15",01/04/2023,00:34:00,01:45:00,209,0 days 05:10:00,0 days 01:11:00,0 days 01:11:00,-1 days +20:01:00,No
118,17,Cliente_523,3,Mesero_2,Desayuno,Tarjeta de crédito,11.5,Reservada,119,Perú,"Plato_10, Plato_19, Plato_4",02/04/2023,03:24:00,05:03:00,134,0 days 01:41:00,0 days 01:39:00,0 days 01:39:00,-1 days +23:58:00,No
119,4,Cliente_916,2,Mesero_1,Almuerzo,Efectivo,12.51,Reservada,120,Uruguay,"Plato_17, Plato_10",02/04/2023,00:38:00,01:42:00,145,0 days 04:10:00,0 days 01:04:00,0 days 01:04:00,-1 days +20:54:00,No
120,5,Cliente_416,4,Mesero_4,Almuerzo,Tarjeta de crédito,12.3,Reservada,121,Paraguay,Plato_10,02/04/2023,03:45:00,06:13:00,52,0 days 01:16:00,0 days 02:28:00,0 days 02:28:00,0 days 01:12:00,Si
121,6,Cliente_346,6,Mesero_1,Almuerzo,Tarjeta de débito,20.38,Ocupada,122,Colombia,Plato_8,02/04/2023,01:23:00,02:48:00,105,0 days 01:36:00,0 days 01:25:00,0 days 01:40:00,0 days 00:04:00,Si
122,16,Cliente_381,6,Mesero_4,Almuerzo,Tarjeta de débito,46.88,Reservada,123,Argentina,Plato_7,02/04/2023,03:09:00,04:10:00,24,0 days 00:33:00,0 days 01:01:00,0 days 01:01:00,0 days 00:28:00,Si
123,16,Cliente_791,5,Mesero_3,Almuerzo,Tarjeta de débito,10.85,Libre,124,España,"Plato_3, Plato_1, Plato_11, Plato_9",02/04/2023,03:39:00,05:22:00,222,0 days 04:18:00,0 days 01:43:00,0 days 01:43:00,-1 days +21:25:00,No
124,14,Cliente_697,2,Mesero_3,Almuerzo,Tarjeta de crédito,24.66,Libre,125,Bolivia,"Plato_16, Plato_18, Plato_3",02/04/2023,02:56:00,06:13:00,184,0 days 03:19:00,0 days 03:17:00,0 days 03:17:00,-1 days +23:58:00,No
125,18,Cliente_516,3,Mesero_1,Almuerzo,Tarjeta de crédito,41.82,Libre,126,Perú,"Plato_16, Plato_8, Plato_7, Plato_2",02/04/2023,02:45:00,05:12:00,165,0 days 03:13:00,0 days 02:27:00,0 days 02:27:00,-1 days +23:14:00,No
126,6,Cliente_541,4,Mesero_4,Almuerzo,Tarjeta de crédito,32.82,Libre,127,Argentina,Plato_19,02/04/2023,00:42:00,02:28:00,72,0 days 01:00:00,0 days 01:46:00,0 days 01:46:00,0 days 00:46:00,Si
127,2,Cliente_830,5,Mesero_2,Almuerzo,Efectivo,49.36,Ocupada,128,Uruguay,"Plato_1, Plato_4, Plato_7, Plato_17",02/04/2023,01:31:00,03:28:00,239,0 days 07:27:00,0 days 01:57:00,0 days 02:12:00,-1 days +18:45:00,No
128,16,Cliente_656,5,Mesero_2,Almuerzo,Tarjeta de crédito,49.3,Reservada,129,Perú,"Plato_12, Plato_3, Plato_9",02/04/2023,00:41:00,02:41:00,106,0 days 01:32:00,0 days 02:00:00,0 days 02:00:00,0 days 00:28:00,Si
129,10,Cliente_486,4,Mesero_2,Almuerzo,Tarjeta de crédito,38.13,Libre,130,Colombia,Plato_8,02/04/2023,00:26:00,01:32:00,35,0 days 00:25:00,0 days 01:06:00,0 days 01:06:00,0 days 00:41:00,Si
130,7,Cliente_728,5,Mesero_4,Almuerzo,Tarjeta de crédito,42.41,Ocupada,131,Ecuador,"Plato_20, Plato_4, Plato_13",02/04/2023,00:43:00,04:18:00,157,0 days 04:34:00,0 days 03:35:00,0 days 03:50:00,-1 days +23:16:00,No
131,9,Cliente_774,2,Mesero_3,Cena,Tarjeta de débito,30.96,Reservada,132,Bolivia,"Plato_14, Plato_19, Plato_13, Plato_8",02/04/2023,01:26:00,02:43:00,206,0 days 03:25:00,0 days 01:17:00,0 days 01:17:00,-1 days +21:52:00,No
132,20,Cliente_26,6,Mesero_2,Almuerzo,Tarjeta de crédito,39.74,Ocupada,133,Chile,"Plato_15, Plato_18, Plato_17, Plato_4",02/04/2023,00:54:00,03:52:00,182,0 days 02:55:00,0 days 02:58:00,0 days 03:13:00,0 days 00:18:00,Si
133,3,Cliente_273,6,Mesero_1,Cena,Tarjeta de crédito,30.1,Libre,134,Uruguay,"Plato_7, Plato_15",02/04/2023,00:07:00,03:52:00,120,0 days 01:46:00,0 days 03:45:00,0 days 03:45:00,0 days 01:59:00,Si
134,11,Cliente_798,1,Mesero_5,Cena,Tarjeta de crédito,34.7,Ocupada,135,Brasil,"Plato_17, Plato_20, Plato_9",02/04/2023,01:00:00,03:01:00,260,0 days 03:42:00,0 days 02:01:00,0 days 02:16:00,-1 days +22:34:00,No
135,6,Cliente_8,1,Mesero_1,Almuerzo,Tarjeta de crédito,30.25,Ocupada,136,Bolivia,Plato_20,02/04/2023,01:50:00,05:01:00,80,0 days 00:26:00,0 days 03:11:00,0 days 03:26:00,0 days 03:00:00,Si
136,13,Cliente_31,3,Mesero_4,Desayuno,Tarjeta de crédito,12.4,Ocupada,137,Colombia,Plato_13,02/04/2023,01:21:00,04:11:00,63,0 days 02:03:00,0 days 02:50:00,0 days 03:05:00,0 days 01:02:00,Si
137,6,Cliente_658,2,Mesero_2,Desayuno,Tarjeta de débito,32.79,Ocupada,138,Venezuela,"Plato_17, Plato_12, Plato_10, Plato_2",02/04/2023,03:48:00,05:09:00,238,0 days 03:21:00,0 days 01:21:00,0 days 01:36:00,-1 days +22:15:00,No
138,16,Cliente_773,3,Mesero_2,Almuerzo,Tarjeta de crédito,47.2,Libre,139,Chile,Plato_8,02/04/2023,00:40:00,04:39:00,35,0 days 00:26:00,0 days 03:59:00,0 days 03:59:00,0 days 03:33:00,Si
139,11,Cliente_158,4,Mesero_2,Almuerzo,Efectivo,32.13,Libre,140,Paraguay,"Plato_1, Plato_8, Plato_4",02/04/2023,03:49:00,06:29:00,191,0 days 04:31:00,0 days 02:40:00,0 days 02:40:00,-1 days +22:09:00,No
140,4,Cliente_569,4,Mesero_3,Desayuno,Tarjeta de crédito,41.56,Reservada,141,Ecuador,Plato_13,02/04/2023,01:58:00,05:45:00,21,0 days 00:28:00,0 days 03:47:00,0 days 03:47:00,0 days 03:19:00,Si
141,14,Cliente_286,3,Mesero_4,Almuerzo,Tarjeta de crédito,16.29,Ocupada,142,Argentina,"Plato_7, Plato_14, Plato_20",02/04/2023,02:05:00,04:05:00,181,0 days 02:46:00,0 days 02:00:00,0 days 02:15:00,-1 days +23:29:00,No
142,9,Cliente_199,4,Mesero_4,Almuerzo,Efectivo,48.26,Libre,143,Perú,Plato_1,02/04/2023,00:32:00,04:30:00,50,0 days 00:32:00,0 days 03:58:00,0 days 03:58:00,0 days 03:26:00,Si
143,18,Cliente_712,1,Mesero_4,Cena,Tarjeta de crédito,11.22,Ocupada,144,Perú,"Plato_19, Plato_12, Plato_9, Plato_18",02/04/2023,02:58:00,05:32:00,185,0 days 04:50:00,0 days 02:34:00,0 days 02:49:00,-1 days +21:59:00,No
144,2,Cliente_56,5,Mesero_2,Cena,Tarjeta de crédito,11.32,Ocupada,145,Venezuela,"Plato_5, Plato_2",02/04/2023,00:37:00,01:42:00,126,0 days 04:31:00,0 days 01:05:00,0 days 01:20:00,-1 days +20:49:00,No
145,8,Cliente_670,6,Mesero_3,Almuerzo,Tarjeta de crédito,38.4,Reservada,146,Paraguay,Plato_17,02/04/2023,01:40:00,02:54:00,62,0 days 01:34:00,0 days 01:14:00,0 days 01:14:00,-1 days +23:40:00,No
146,5,Cliente_909,4,Mesero_3,Desayuno,Tarjeta de crédito,27.14,Reservada,147,Colombia,"Plato_20, Plato_5",02/04/2023,03:18:00,04:58:00,84,0 days 00:53:00,0 days 01:40:00,0 days 01:40:00,0 days 00:47:00,Si
147,10,Cliente_402,6,Mesero_3,Almuerzo,Tarjeta de débito,46.26,Ocupada,148,Colombia,"Plato_9, Plato_18, Plato_3, Plato_10",02/04/2023,03:52:00,05:59:00,212,0 days 05:39:00,0 days 02:07:00,0 days 02:22:00,-1 days +20:43:00,No
148,18,Cliente_709,4,Mesero_5,Desayuno,Tarjeta de crédito,15.92,Ocupada,149,Brasil,"Plato_18, Plato_2, Plato_4, Plato_9",02/04/2023,01:35:00,04:50:00,226,0 days 04:28:00,0 days 03:15:00,0 days 03:30:00,-1 days +23:02:00,No
149,18,Cliente_533,6,Mesero_1,Almuerzo,Tarjeta de débito,48.43,Libre,150,Argentina,"Plato_5, Plato_11, Plato_3",02/04/2023,00:37:00,03:10:00,150,0 days 03:32:00,0 days 02:33:00,0 days 02:33:00,-1 days +23:01:00,No
150,6,Cliente_953,2,Mesero_4,Cena,Tarjeta de crédito,41.51,Ocupada,151,Ecuador,"Plato_14, Plato_13",02/04/2023,03:15:00,06:53:00,132,0 days 00:57:00,0 days 03:38:00,0 days 03:53:00,0 days 02:56:00,Si
151,5,Cliente_380,6,Mesero_4,Almuerzo,Tarjeta de débito,25.57,Reservada,152,Ecuador,Plato_16,02/04/2023,01:14:00,02:52:00,56,0 days 00:24:00,0 days 01:38:00,0 days 01:38:00,0 days 01:14:00,Si
152,10,Cliente_870,1,Mesero_2,Desayuno,Tarjeta de débito,42.84,Ocupada,153,Paraguay,"Plato_11, Plato_7, Plato_20",02/04/2023,03:06:00,05:26:00,203,0 days 02:15:00,0 days 02:20:00,0 days 02:35:00,0 days 00:20:00,Si
153,11,Cliente_964,6,Mesero_1,Desayuno,Tarjeta de crédito,17.2,Libre,154,Ecuador,"Plato_19, Plato_4",02/04/2023,02:09:00,03:36:00,144,0 days 03:36:00,0 days 01:27:00,0 days 01:27:00,-1 days +21:51:00,No
154,7,Cliente_939,2,Mesero_5,Almuerzo,Tarjeta de crédito,25.72,Reservada,155,Venezuela,"Plato_6, Plato_17, Plato_3",02/04/2023,01:53:00,04:44:00,136,0 days 02:47:00,0 days 02:51:00,0 days 02:51:00,0 days 00:04:00,Si
155,6,Cliente_536,4,Mesero_3,Cena,Tarjeta de crédito,19.03,Libre,156,España,Plato_16,02/04/2023,00:40:00,04:17:00,56,0 days 00:12:00,0 days 03:37:00,0 days 03:37:00,0 days 03:25:00,Si
156,13,Cliente_5,5,Mesero_3,Desayuno,Tarjeta de crédito,28.48,Ocupada,157,Perú,"Plato_1, Plato_16, Plato_2, Plato_19",02/04/2023,03:22:00,06:15:00,271,0 days 05:15:00,0 days 02:53:00,0 days 03:08:00,-1 days +21:53:00,No
157,5,Cliente_115,5,Mesero_3,Almuerzo,Tarjeta de crédito,48.75,Libre,158,Chile,"Plato_12, Plato_10, Plato_19, Plato_8",02/04/2023,02:45:00,03:59:00,310,0 days 04:51:00,0 days 01:14:00,0 days 01:14:00,-1 days +20:23:00,No
158,16,Cliente_580,1,Mesero_3,Desayuno,Tarjeta de crédito,47.81,Ocupada,159,Brasil,"Plato_9, Plato_17, Plato_4, Plato_11",02/04/2023,00:10:00,01:15:00,253,0 days 03:26:00,0 days 01:05:00,0 days 01:20:00,-1 days +21:54:00,No
159,19,Cliente_788,6,Mesero_2,Almuerzo,Tarjeta de crédito,26.02,Reservada,160,Colombia,"Plato_19, Plato_7",02/04/2023,01:06:00,04:33:00,156,0 days 02:34:00,0 days 03:27:00,0 days 03:27:00,0 days 00:53:00,Si
160,13,Cliente_892,6,Mesero_2,Almuerzo,Tarjeta de crédito,18.86,Reservada,161,Paraguay,Plato_16,02/04/2023,00:45:00,04:23:00,84,0 days 02:51:00,0 days 03:38:00,0 days 03:38:00,0 days 00:47:00,Si
161,14,Cliente_406,4,Mesero_1,Almuerzo,Tarjeta de crédito,17.55,Reservada,162,Paraguay,Plato_7,02/04/2023,00:57:00,02:34:00,72,0 days 01:15:00,0 days 01:37:00,0 days 01:37:00,0 days 00:22:00,Si
162,6,Cliente_295,1,Mesero_5,Almuerzo,Tarjeta de crédito,14.94,Ocupada,163,Chile,"Plato_17, Plato_2, Plato_11, Plato_5",02/04/2023,01:35:00,04:09:00,271,0 days 02:39:00,0 days 02:34:00,0 days 02:49:00,0 days 00:10:00,Si
163,8,Cliente_547,2,Mesero_4,Cena,Tarjeta de crédito,47.53,Reservada,164,Colombia,"Plato_5, Plato_19, Plato_15, Plato_7",02/04/2023,02:34:00,06:02:00,170,0 days 02:40:00,0 days 03:28:00,0 days 03:28:00,0 days 00:48:00,Si
164,10,Cliente_156,3,Mesero_3,Cena,Tarjeta de crédito,41.9,Ocupada,165,Perú,"Plato_7, Plato_13",02/04/2023,02:21:00,05:12:00,90,0 days 01:52:00,0 days 02:51:00,0 days 03:06:00,0 days 01:14:00,Si
165,12,Cliente_768,1,Mesero_4,Almuerzo,Efectivo,43.95,Ocupada,166,Perú,Plato_14,02/04/2023,01:18:00,02:44:00,46,0 days 00:44:00,0 days 01:26:00,0 days 01:41:00,0 days 00:57:00,Si
166,5,Cliente_359,6,Mesero_2,Almuerzo,Tarjeta de débito,42.74,Reservada,167,Argentina,"Plato_12, Plato_18, Plato_17",02/04/2023,01:19:00,02:46:00,152,0 days 01:38:00,0 days 01:27:00,0 days 01:27:00,-1 days +23:49:00,No
167,17,Cliente_131,4,Mesero_1,Almuerzo,Tarjeta de crédito,17.09,Reservada,168,Venezuela,Plato_5,02/04/2023,02:05:00,03:23:00,44,0 days 00:14:00,0 days 01:18:00,0 days 01:18:00,0 days 01:04:00,Si
168,19,Cliente_485,1,Mesero_3,Almuerzo,Tarjeta de débito,16.62,Libre,169,Paraguay,"Plato_13, Plato_18, Plato_5",02/04/2023,01:56:00,05:14:00,154,0 days 03:40:00,0 days 03:18:00,0 days 03:18:00,-1 days +23:38:00,No
169,12,Cliente_493,2,Mesero_2,Cena,Tarjeta de crédito,25.98,Libre,170,Colombia,"Plato_3, Plato_9, Plato_19, Plato_2",02/04/2023,02:37:00,05:26:00,243,0 days 02:25:00,0 days 02:49:00,0 days 02:49:00,0 days 00:24:00,Si
170,16,Cliente_282,6,Mesero_2,Cena,Tarjeta de crédito,46.56,Libre,171,Brasil,"Plato_10, Plato_9",02/04/2023,01:53:00,03:04:00,139,0 days 02:04:00,0 days 01:11:00,0 days 01:11:00,-1 days +23:07:00,No
171,12,Cliente_850,3,Mesero_1,Almuerzo,Tarjeta de crédito,45.17,Ocupada,172,Bolivia,Plato_18,02/04/2023,02:49:00,06:06:00,68,0 days 00:54:00,0 days 03:17:00,0 days 03:32:00,0 days 02:38:00,Si
172,11,Cliente_301,3,Mesero_4,Almuerzo,Tarjeta de crédito,48.73,Ocupada,173,Chile,"Plato_6, Plato_15",02/04/2023,00:18:00,03:43:00,177,0 days 03:21:00,0 days 03:25:00,0 days 03:40:00,0 days 00:19:00,Si
173,10,Cliente_124,5,Mesero_4,Almuerzo,Tarjeta de crédito,48.24,Reservada,174,Venezuela,Plato_2,02/04/2023,00:09:00,01:12:00,60,0 days 00:24:00,0 days 01:03:00,0 days 01:03:00,0 days 00:39:00,Si
174,14,Cliente_747,3,Mesero_3,Almuerzo,Tarjeta de crédito,27.94,Reservada,175,Colombia,"Plato_15, Plato_7",02/04/2023,01:27:00,03:04:00,144,0 days 01:43:00,0 days 01:37:00,0 days 01:37:00,-1 days +23:54:00,No
175,20,Cliente_741,4,Mesero_2,Almuerzo,Tarjeta de crédito,30.5,Ocupada,176,Chile,Plato_13,02/04/2023,02:27:00,04:32:00,63,0 days 02:24:00,0 days 02:05:00,0 days 02:20:00,-1 days +23:56:00,No
176,4,Cliente_610,1,Mesero_4,Cena,Tarjeta de crédito,10.39,Ocupada,177,Perú,"Plato_7, Plato_10, Plato_13, Plato_12",02/04/2023,00:14:00,01:14:00,173,0 days 04:51:00,0 days 01:00:00,0 days 01:15:00,-1 days +20:24:00,No
177,11,Cliente_681,6,Mesero_3,Cena,Tarjeta de crédito,31.6,Reservada,178,Venezuela,"Plato_2, Plato_8, Plato_5, Plato_11",02/04/2023,01:53:00,05:18:00,208,0 days 04:36:00,0 days 03:25:00,0 days 03:25:00,-1 days +22:49:00,No
178,12,Cliente_173,2,Mesero_4,Desayuno,Tarjeta de crédito,13.3,Reservada,179,Colombia,Plato_17,02/04/2023,00:44:00,03:08:00,62,0 days 00:52:00,0 days 02:24:00,0 days 02:24:00,0 days 01:32:00,Si
179,10,Cliente_55,1,Mesero_2,Cena,Tarjeta de crédito,46.61,Reservada,180,Brasil,"Plato_9, Plato_2, Plato_3, Plato_6",02/04/2023,02:21:00,05:09:00,166,0 days 03:21:00,0 days 02:48:00,0 days 02:48:00,-1 days +23:27:00,No
180,15,Cliente_653,1,Mesero_1,Cena,Tarjeta de crédito,42.58,Ocupada,181,Paraguay,Plato_6,02/04/2023,02:45:00,03:54:00,27,0 days 00:55:00,0 days 01:09:00,0 days 01:24:00,0 days 00:29:00,Si
181,18,Cliente_628,2,Mesero_3,Almuerzo,Tarjeta de débito,38.36,Libre,182,Paraguay,Plato_12,02/04/2023,03:53:00,06:30:00,38,0 days 00:22:00,0 days 02:37:00,0 days 02:37:00,0 days 02:15:00,Si
182,18,Cliente_715,1,Mesero_1,Almuerzo,Tarjeta de crédito,11.69,Ocupada,183,Uruguay,"Plato_15, Plato_10, Plato_3, Plato_8",02/04/2023,02:46:00,06:28:00,255,0 days 07:06:00,0 days 03:42:00,0 days 03:57:00,-1 days +20:51:00,No
183,4,Cliente_321,6,Mesero_5,Almuerzo,Tarjeta de crédito,24.24,Ocupada,184,Chile,"Plato_16, Plato_6, Plato_3",02/04/2023,03:55:00,07:01:00,205,0 days 01:14:00,0 days 03:06:00,0 days 03:21:00,0 days 02:07:00,Si
184,16,Cliente_670,2,Mesero_1,Desayuno,Tarjeta de crédito,28.07,Libre,185,Uruguay,"Plato_13, Plato_16",02/04/2023,02:47:00,06:26:00,91,0 days 01:48:00,0 days 03:39:00,0 days 03:39:00,0 days 01:51:00,Si
185,13,Cliente_442,6,Mesero_1,Almuerzo,Tarjeta de crédito,17.55,Reservada,186,Colombia,"Plato_6, Plato_15, Plato_17",02/04/2023,00:40:00,04:14:00,270,0 days 04:39:00,0 days 03:34:00,0 days 03:34:00,-1 days +22:55:00,No
186,5,Cliente_752,1,Mesero_4,Almuerzo,Tarjeta de crédito,17.4,Libre,187,Venezuela,"Plato_18, Plato_10, Plato_9, Plato_6",02/04/2023,02:23:00,05:28:00,208,0 days 02:56:00,0 days 03:05:00,0 days 03:05:00,0 days 00:09:00,Si
187,20,Cliente_727,4,Mesero_3,Desayuno,Tarjeta de crédito,13.95,Reservada,188,Colombia,"Plato_17, Plato_10",02/04/2023,03:40:00,05:21:00,83,0 days 02:32:00,0 days 01:41:00,0 days 01:41:00,-1 days +23:09:00,No
188,11,Cliente_548,4,Mesero_2,Almuerzo,Tarjeta de crédito,41.66,Reservada,189,España,"Plato_18, Plato_10, Plato_7",02/04/2023,03:48:00,06:10:00,192,0 days 04:47:00,0 days 02:22:00,0 days 02:22:00,-1 days +21:35:00,No
189,5,Cliente_709,2,Mesero_2,Almuerzo,Tarjeta de crédito,38.88,Libre,190,Colombia,"Plato_4, Plato_20, Plato_8, Plato_14",02/04/2023,01:31:00,03:22:00,202,0 days 02:41:00,0 days 01:51:00,0 days 01:51:00,-1 days +23:10:00,No
190,12,Cliente_30,6,Mesero_2,Almuerzo,Tarjeta de crédito,24.36,Ocupada,191,Paraguay,"Plato_1, Plato_9",02/04/2023,00:00:00,02:36:00,162,0 days 04:21:00,0 days 02:36:00,0 days 02:51:00,-1 days +22:30:00,No
191,17,Cliente_412,4,Mesero_2,Desayuno,Efectivo,15.99,Libre,192,Chile,Plato_1,02/04/2023,02:36:00,04:53:00,75,0 days 01:18:00,0 days 02:17:00,0 days 02:17:00,0 days 00:59:00,Si
192,3,Cliente_646,5,Mesero_5,Desayuno,Tarjeta de crédito,24.85,Reservada,193,Argentina,"Plato_10, Plato_19, Plato_6, Plato_14",02/04/2023,00:12:00,03:04:00,220,0 days 05:35:00,0 days 02:52:00,0 days 02:52:00,-1 days +21:17:00,No
193,3,Cliente_151,6,Mesero_5,Almuerzo,Tarjeta de débito,11.41,Reservada,194,Perú,"Plato_11, Plato_2",02/04/2023,02:40:00,03:56:00,96,0 days 01:26:00,0 days 01:16:00,0 days 01:16:00,-1 days +23:50:00,No
194,2,Cliente_318,1,Mesero_3,Almuerzo,Tarjeta de débito,10.06,Ocupada,195,Colombia,Plato_1,02/04/2023,03:04:00,04:09:00,50,0 days 01:42:00,0 days 01:05:00,0 days 01:20:00,-1 days +23:38:00,No
195,4,Cliente_965,3,Mesero_2,Almuerzo,Tarjeta de crédito,42.65,Reservada,196,España,"Plato_3, Plato_14, Plato_9, Plato_16",02/04/2023,00:11:00,04:10:00,191,0 days 05:39:00,0 days 03:59:00,0 days 03:59:00,-1 days +22:20:00,No
196,5,Cliente_336,6,Mesero_2,Desayuno,Tarjeta de débito,20.11,Ocupada,197,Colombia,"Plato_18, Plato_6",02/04/2023,02:46:00,04:54:00,129,0 days 01:56:00,0 days 02:08:00,0 days 02:23:00,0 days 00:27:00,Si
197,9,Cliente_560,4,Mesero_1,Almuerzo,Tarjeta de crédito,36.72,Reservada,198,España,Plato_6,02/04/2023,00:36:00,03:05:00,54,0 days 01:06:00,0 days 02:29:00,0 days 02:29:00,0 days 01:23:00,Si
198,11,Cliente_367,5,Mesero_2,Cena,Tarjeta de débito,13.26,Libre,199,Paraguay,"Plato_9, Plato_8, Plato_13, Plato_6",02/04/2023,01:56:00,05:40:00,261,0 days 05:04:00,0 days 03:44:00,0 days 03:44:00,-1 days +22:40:00,No
199,11,Cliente_765,4,Mesero_3,Almuerzo,Tarjeta de crédito,48.73,Reservada,200,Colombia,"Plato_12, Plato_1",02/04/2023,02:35:00,05:26:00,88,0 days 02:14:00,0 days 02:51:00,0 days 02:51:00,0 days 00:37:00,Si
200,3,Cliente_679,5,Mesero_1,Cena,Tarjeta de crédito,19.84,Reservada,201,Perú,Plato_7,02/04/2023,00:18:00,01:50:00,72,0 days 02:54:00,0 days 01:32:00,0 days 01:32:00,-1 days +22:38:00,No
201,16,Cliente_512,5,Mesero_3,Almuerzo,Tarjeta de crédito,24.19,Ocupada,202,Bolivia,"Plato_19, Plato_20, Plato_7, Plato_2",02/04/2023,00:58:00,02:00:00,206,0 days 04:09:00,0 days 01:02:00,0 days 01:17:00,-1 days +21:08:00,No
202,5,Cliente_701,2,Mesero_1,Almuerzo,Tarjeta de crédito,40.19,Libre,203,Perú,"Plato_17, Plato_13",02/04/2023,03:57:00,05:21:00,156,0 days 04:15:00,0 days 01:24:00,0 days 01:24:00,-1 days +21:09:00,No
203,16,Cliente_331,5,Mesero_1,Almuerzo,Efectivo,49.56,Libre,204,Uruguay,Plato_7,02/04/2023,00:17:00,02:25:00,48,0 days 00:42:00,0 days 02:08:00,0 days 02:08:00,0 days 01:26:00,Si
204,14,Cliente_83,1,Mesero_2,Almuerzo,Tarjeta de débito,26.49,Libre,205,Chile,"Plato_15, Plato_9",02/04/2023,02:15:00,06:14:00,61,0 days 01:26:00,0 days 03:59:00,0 days 03:59:00,0 days 02:33:00,Si
205,4,Cliente_339,6,Mesero_4,Almuerzo,Tarjeta de crédito,36.96,Ocupada,206,Bolivia,Plato_2,02/04/2023,03:27:00,06:09:00,30,0 days 00:58:00,0 days 02:42:00,0 days 02:57:00,0 days 01:59:00,Si
